1713&[3, 0, 1, 1, 3, 0, 1, 8, 0, 0, 0, 0, 0, 1, 2, 4, 1, 0]
1714&[68, 42, 14, 16, 116, 14, 0, 51, 16, 4, 6, 6, 10, 34, 61, 24, 7, 3]
1715&[13, 3, 1, 1, 18, 4, 0, 13, 1, 0, 1, 0, 2, 0, 4, 9, 2, 0]
1716&[19, 11, 16, 25, 52, 11, 0, 69, 7, 0, 13, 9, 6, 25, 21, 34, 8, 1]
1717&[70, 32, 2, 7, 89, 25, 10, 144, 6, 9, 26, 12, 20, 26, 93, 65, 26, 6]
1718&[7, 3, 0, 0, 8, 13, 0, 11, 0, 1, 3, 0, 2, 2, 3, 9, 1, 0]
1719&[4, 2, 1, 1, 10, 1, 0, 8, 0, 0, 1, 1, 1, 1, 2, 4, 1, 0]
1720&[11, 5, 0, 2, 8, 1, 0, 17, 2, 0, 4, 1, 1, 1, 8, 7, 2, 1]
1721&[9, 7, 9, 29, 88, 2, 0, 4, 7, 0, 6, 2, 2, 10, 13, 3, 4, 1]
1722&[32, 19, 2, 2, 24, 2, 0, 11, 4, 1, 116, 1, 4, 2, 74, 33, 4, 1]
1723&[67, 40, 2, 3, 14, 4, 0, 10, 9, 1, 15, 1, 3, 6, 96, 29, 5, 3]
1724&[26, 11, 3, 2, 34, 15, 0, 86, 3, 1, 2, 3, 3, 42, 9, 19, 12, 1]
1725&[12, 7, 1, 1, 7, 2, 0, 7, 0, 0, 6, 1, 1, 2, 6, 13, 3, 2]
1726&[269, 93, 6, 24, 50, 29, 0, 54, 39, 0, 16, 3, 8, 29, 76, 88, 27, 7]
1727&[152, 75, 12, 28, 203, 52, 13, 99, 13, 6, 21, 19, 3, 49, 64, 55, 23, 9]
1728&[5, 2, 25, 21, 12, 0, 0, 2, 1, 1, 6, 12, 1, 3, 2, 3, 1, 1]
1729&[8, 4, 1, 1, 20, 4, 1, 25, 0, 0, 3, 0, 1, 5, 4, 6, 2, 0]
1730&[2, 3, 0, 2, 8, 1, 0, 4, 0, 0, 5, 2, 0, 1, 3, 2, 1, 0]
1731&[6, 1, 0, 0, 19, 2, 3, 29, 1, 0, 6, 3, 0, 10, 5, 9, 2, 0]
1732&[8, 3, 0, 0, 9, 2, 0, 16, 0, 0, 0, 0, 0, 2, 4, 6, 4, 0]
1733&[137, 56, 17, 22, 203, 71, 13, 212, 15, 6, 140, 12, 32, 49, 96, 157, 25, 7]
1734&[6, 3, 0, 0, 12, 8, 0, 56, 0, 1, 0, 0, 1, 8, 2, 1, 10, 2]
1735&[6, 1, 4, 6, 58, 6, 0, 13, 1, 0, 1, 2, 2, 9, 2, 5, 0, 0]
1736&[42, 30, 9, 14, 66, 6, 0, 46, 9, 0, 8, 2, 4, 13, 25, 14, 13, 2]
1737&[189, 89, 16, 41, 230, 41, 0, 133, 20, 3, 102, 11, 22, 76, 101, 154, 26, 6]
1738&[10, 5, 6, 6, 26, 1, 1, 15, 0, 0, 4, 3, 1, 2, 8, 11, 0, 0]
1739&[12, 3, 0, 2, 27, 3, 2, 29, 0, 0, 1, 0, 1, 8, 3, 10, 7, 0]
1740&[5, 4, 1, 1, 11, 7, 1, 24, 1, 6, 4, 7, 4, 5, 4, 9, 4, 1]
1741&[206, 80, 6, 13, 87, 44, 0, 232, 14, 5, 36, 4, 16, 98, 177, 96, 46, 9]
1742&[16, 4, 4, 5, 6, 4, 0, 10, 8, 5, 6, 0, 1, 4, 8, 12, 3, 0]
1743&[20, 6, 3, 5, 22, 5, 2, 18, 7, 8, 10, 3, 5, 6, 11, 20, 3, 4]
1744&[14, 8, 1, 5, 54, 11, 0, 75, 6, 1, 0, 3, 3, 18, 8, 9, 13, 1]
1745&[19, 5, 1, 1, 5, 4, 0, 26, 1, 0, 6, 1, 4, 8, 11, 20, 5, 1]
1746&[77, 56, 41, 57, 67, 4, 18, 34, 16, 3, 32, 24, 5, 8, 142, 46, 12, 5]
1747&[14, 16, 6, 10, 36, 6, 0, 27, 3, 3, 7, 4, 6, 5, 16, 13, 3, 1]
1748&[130, 50, 10, 12, 99, 40, 6, 176, 2, 19, 19, 19, 39, 51, 58, 133, 67, 12]
1749&[43, 21, 34, 30, 149, 47, 8, 228, 5, 17, 27, 20, 15, 51, 38, 50, 22, 12]
1750&[10, 4, 2, 3, 21, 1, 1, 24, 0, 1, 8, 3, 3, 4, 8, 12, 4, 1]
1751&[8, 4, 0, 0, 5, 0, 0, 4, 0, 0, 0, 1, 0, 2, 5, 3, 3, 0]
1752&[115, 56, 17, 14, 90, 52, 5, 145, 10, 8, 16, 12, 14, 44, 64, 84, 23, 4]
1753&[103, 32, 4, 10, 51, 23, 32, 65, 20, 1, 5, 5, 5, 23, 33, 62, 20, 4]
1754&[6, 3, 0, 0, 11, 2, 0, 9, 1, 0, 2, 1, 1, 3, 5, 3, 2, 0]
1755&[34, 29, 29, 40, 134, 12, 0, 89, 13, 2, 16, 40, 19, 83, 16, 37, 11, 1]
1756&[7, 2, 5, 5, 16, 1, 0, 15, 2, 1, 1, 1, 1, 6, 1, 8, 3, 0]
1757&[112, 62, 31, 39, 67, 27, 0, 71, 25, 6, 15, 16, 12, 85, 102, 111, 26, 1]
1758&[37, 20, 6, 11, 115, 35, 5, 191, 10, 6, 11, 9, 18, 60, 20, 57, 13, 1]
1759&[51, 25, 16, 22, 142, 10, 0, 23, 9, 1, 9, 10, 2, 23, 47, 22, 8, 2]
1760&[6, 5, 2, 3, 30, 0, 0, 16, 3, 0, 2, 5, 1, 45, 3, 2, 2, 5]
1761&[33, 29, 1, 10, 20, 3, 0, 10, 16, 0, 14, 2, 2, 5, 74, 16, 5, 1]
1762&[41, 9, 0, 0, 11, 8, 2, 22, 1, 1, 4, 1, 2, 5, 14, 20, 5, 1]
1763&[5, 3, 0, 0, 18, 1, 0, 0, 1, 0, 2, 2, 0, 2, 3, 1, 1, 1]
1764&[210, 110, 22, 67, 208, 21, 0, 60, 26, 3, 69, 19, 11, 43, 85, 95, 20, 10]
1765&[17, 7, 6, 4, 26, 4, 1, 28, 0, 1, 18, 3, 2, 4, 15, 21, 4, 1]
1766&[4, 3, 1, 1, 7, 0, 0, 11, 0, 0, 0, 0, 0, 6, 4, 3, 2, 1]
1767&[60, 26, 7, 9, 96, 57, 3, 98, 2, 7, 8, 5, 7, 27, 39, 44, 17, 3]
1768&[18, 10, 1, 1, 33, 8, 0, 78, 1, 1, 6, 6, 2, 12, 13, 9, 10, 2]
1769&[9, 4, 3, 3, 26, 2, 0, 19, 0, 1, 6, 1, 2, 9, 4, 13, 1, 1]
1770&[10, 11, 1, 2, 69, 1, 0, 12, 4, 0, 7, 3, 1, 12, 6, 1, 1, 1]
1771&[12, 4, 0, 2, 1, 2, 0, 4, 2, 2, 3, 0, 1, 1, 15, 6, 2, 0]
1772&[8, 4, 1, 2, 8, 0, 0, 13, 0, 0, 2, 1, 1, 3, 4, 8, 1, 0]
1773&[6, 3, 2, 3, 10, 5, 0, 37, 0, 0, 1, 0, 1, 7, 2, 6, 4, 0]
1774&[11, 4, 0, 0, 11, 0, 0, 6, 0, 0, 9, 0, 0, 1, 10, 4, 2, 0]
1775&[33, 12, 0, 2, 31, 23, 4, 63, 7, 5, 4, 3, 4, 7, 20, 26, 19, 1]
1776&[101, 45, 5, 24, 146, 16, 0, 64, 14, 1, 67, 11, 10, 30, 86, 55, 9, 3]
1777&[9, 2, 0, 0, 6, 4, 1, 22, 0, 4, 3, 0, 5, 1, 11, 9, 5, 0]
1778&[129, 58, 11, 45, 189, 35, 2, 128, 16, 1, 25, 10, 16, 67, 50, 84, 14, 5]
1779&[45, 41, 6, 10, 66, 6, 0, 20, 6, 1, 12, 3, 1, 11, 26, 19, 4, 3]
1780&[139, 66, 33, 50, 163, 35, 0, 163, 14, 5, 36, 29, 21, 54, 76, 78, 37, 15]
1781&[18, 17, 2, 16, 25, 4, 0, 11, 28, 0, 49, 2, 1, 7, 18, 8, 3, 0]
1782&[4, 2, 2, 1, 14, 1, 0, 11, 0, 1, 6, 1, 0, 5, 3, 2, 1, 0]
1783&[4, 3, 0, 1, 7, 1, 0, 8, 2, 0, 0, 0, 0, 0, 4, 3, 0, 0]
1784&[22, 12, 0, 2, 6, 1, 1, 11, 1, 1, 2, 0, 3, 1, 34, 16, 5, 0]
1785&[16, 6, 2, 2, 12, 3, 0, 11, 2, 1, 2, 0, 2, 3, 7, 11, 3, 1]
1786&[7, 1, 1, 2, 19, 2, 2, 20, 0, 1, 4, 0, 1, 1, 3, 8, 2, 0]
1787&[4, 2, 0, 0, 12, 1, 0, 7, 0, 2, 1, 0, 1, 2, 4, 5, 2, 0]
1788&[1, 0, 0, 1, 6, 5, 0, 16, 2, 2, 0, 1, 7, 7, 4, 7, 1, 0]
1789&[7, 1, 0, 0, 19, 3, 2, 22, 0, 0, 2, 0, 1, 2, 3, 7, 4, 0]
1790&[87, 38, 8, 13, 119, 18, 2, 80, 11, 4, 17, 8, 7, 34, 68, 46, 18, 5]
1791&[22, 7, 3, 5, 35, 30, 7, 54, 5, 4, 3, 5, 7, 13, 10, 15, 7, 1]
1792&[6, 4, 1, 1, 12, 1, 0, 12, 3, 0, 1, 1, 2, 13, 2, 8, 1, 0]
1793&[97, 34, 8, 15, 63, 30, 0, 104, 7, 2, 10, 6, 7, 27, 36, 57, 22, 2]
1794&[121, 40, 3, 2, 79, 51, 1, 167, 5, 6, 29, 0, 22, 72, 42, 106, 20, 4]
1795&[4, 1, 0, 2, 13, 1, 0, 4, 2, 1, 0, 0, 0, 1, 8, 3, 1, 0]
1796&[9, 1, 0, 0, 76, 8, 9, 74, 1, 0, 2, 12, 4, 27, 1, 3, 15, 6]
1797&[12, 9, 3, 3, 37, 13, 3, 65, 2, 11, 9, 8, 9, 15, 12, 22, 16, 2]
1798&[14, 6, 1, 2, 16, 4, 0, 21, 1, 2, 3, 3, 3, 2, 9, 11, 5, 2]
1799&[6, 2, 0, 1, 17, 9, 1, 45, 2, 2, 2, 1, 2, 9, 5, 17, 3, 1]
1800&[119, 42, 16, 20, 63, 23, 2, 49, 7, 2, 8, 7, 8, 26, 34, 51, 19, 4]
1801&[5, 4, 1, 3, 4, 0, 0, 9, 1, 0, 2, 0, 0, 1, 5, 2, 2, 1]
1802&[27, 15, 3, 3, 40, 16, 2, 67, 1, 9, 48, 4, 6, 15, 15, 36, 13, 3]
1803&[119, 34, 8, 10, 64, 22, 0, 38, 3, 1, 43, 4, 9, 23, 45, 67, 12, 9]
1804&[32, 27, 0, 1, 17, 10, 0, 39, 3, 3, 1, 2, 7, 9, 21, 25, 7, 1]
1805&[41, 26, 7, 17, 63, 26, 0, 40, 15, 2, 10, 8, 5, 17, 28, 18, 14, 4]
1806&[48, 24, 12, 22, 64, 13, 3, 59, 2, 2, 4, 7, 5, 26, 21, 32, 8, 2]
1807&[64, 33, 2, 5, 57, 32, 0, 56, 6, 0, 19, 1, 3, 13, 24, 41, 14, 1]
1808&[4, 2, 7, 5, 8, 0, 0, 8, 0, 0, 1, 5, 0, 3, 4, 2, 2, 0]
1809&[4, 2, 2, 1, 15, 2, 0, 18, 0, 1, 5, 1, 3, 5, 2, 11, 0, 0]
1810&[2, 0, 0, 0, 6, 6, 0, 16, 0, 3, 0, 0, 23, 3, 1, 14, 1, 0]
1811&[3, 2, 1, 0, 7, 2, 0, 10, 0, 1, 3, 1, 1, 2, 3, 4, 2, 0]
1812&[140, 82, 24, 44, 238, 26, 1, 179, 21, 3, 38, 21, 13, 89, 81, 76, 24, 6]
1813&[2, 1, 0, 0, 8, 1, 0, 7, 0, 0, 1, 0, 0, 9, 0, 1, 0, 0]
1814&[21, 9, 0, 0, 5, 2, 1, 7, 1, 1, 4, 0, 1, 0, 31, 19, 2, 0]
1815&[10, 6, 2, 4, 12, 0, 0, 7, 3, 0, 3, 2, 0, 2, 20, 3, 3, 0]
1816&[20, 10, 0, 1, 4, 3, 0, 13, 1, 0, 21, 2, 2, 7, 10, 15, 5, 2]
1817&[40, 19, 6, 8, 22, 7, 0, 25, 7, 2, 8, 4, 4, 6, 58, 37, 8, 1]
1818&[12, 11, 5, 12, 9, 0, 0, 12, 12, 0, 1, 3, 0, 4, 8, 3, 2, 1]
1819&[34, 25, 2, 8, 25, 9, 0, 28, 16, 2, 13, 2, 1, 15, 36, 18, 9, 2]
1820&[77, 31, 5, 5, 84, 21, 0, 63, 3, 3, 61, 3, 7, 20, 76, 64, 9, 19]
1821&[1, 0, 0, 1, 4, 3, 0, 11, 1, 2, 1, 0, 2, 4, 2, 5, 2, 0]
1822&[17, 2, 2, 2, 26, 7, 0, 21, 3, 0, 3, 2, 1, 8, 8, 13, 2, 1]
1823&[1, 0, 2, 5, 18, 0, 0, 8, 1, 0, 0, 0, 0, 9, 0, 0, 2, 0]
1824&[19, 10, 5, 9, 52, 5, 0, 57, 2, 0, 7, 4, 5, 21, 10, 18, 5, 1]
1825&[11, 5, 2, 4, 40, 10, 1, 80, 3, 1, 1, 2, 2, 25, 6, 14, 7, 0]
1826&[20, 13, 2, 4, 11, 2, 0, 14, 2, 1, 2, 1, 0, 3, 34, 8, 4, 2]
1827&[6, 6, 2, 2, 12, 5, 0, 15, 2, 1, 3, 2, 1, 3, 6, 14, 1, 2]
1828&[20, 6, 10, 9, 47, 14, 2, 41, 4, 2, 8, 6, 3, 14, 9, 24, 6, 0]
1829&[2, 1, 0, 0, 3, 5, 0, 11, 0, 1, 1, 0, 1, 3, 0, 11, 1, 0]
1830&[21, 14, 0, 1, 2, 2, 0, 3, 2, 0, 0, 1, 0, 3, 12, 9, 1, 0]
1831&[21, 5, 6, 2, 28, 8, 2, 27, 1, 2, 10, 1, 4, 9, 13, 27, 3, 1]
1832&[1, 0, 2, 1, 5, 1, 0, 32, 1, 0, 0, 0, 0, 7, 1, 5, 1, 0]
1833&[15, 2, 5, 3, 20, 17, 2, 42, 0, 0, 5, 2, 12, 8, 4, 19, 7, 0]
1834&[12, 6, 10, 14, 18, 0, 0, 11, 2, 0, 14, 3, 1, 6, 4, 9, 1, 0]
1835&[129, 50, 8, 16, 188, 67, 2, 249, 14, 16, 85, 22, 29, 73, 66, 128, 46, 20]
1836&[27, 9, 10, 11, 157, 30, 14, 147, 4, 2, 14, 12, 14, 39, 14, 75, 12, 2]
1837&[164, 99, 12, 19, 185, 73, 8, 249, 24, 7, 58, 3, 27, 100, 123, 115, 32, 12]
1838&[6, 2, 0, 0, 4, 3, 0, 10, 0, 0, 0, 0, 0, 2, 3, 6, 1, 0]
1839&[40, 12, 2, 3, 20, 11, 1, 24, 2, 0, 2, 1, 3, 7, 15, 21, 6, 0]
1840&[7, 4, 2, 2, 2, 2, 0, 3, 1, 4, 2, 1, 1, 1, 11, 5, 2, 0]
1841&[35, 12, 6, 20, 89, 16, 2, 58, 7, 0, 9, 4, 5, 21, 17, 33, 7, 1]
1842&[63, 23, 19, 19, 132, 39, 6, 154, 2, 7, 23, 12, 13, 38, 39, 87, 16, 5]
1843&[23, 12, 1, 1, 39, 7, 2, 42, 3, 0, 8, 2, 2, 8, 17, 11, 9, 1]
1844&[1, 2, 0, 0, 6, 1, 0, 11, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0]
1845&[11, 5, 2, 3, 67, 17, 0, 124, 1, 2, 3, 2, 4, 29, 5, 20, 6, 1]
1846&[12, 5, 5, 1, 18, 8, 4, 17, 1, 2, 2, 0, 1, 4, 6, 11, 7, 1]
1847&[1, 2, 0, 1, 5, 4, 0, 26, 1, 4, 1, 1, 0, 3, 1, 5, 3, 0]
1848&[1, 1, 0, 0, 7, 1, 0, 7, 0, 1, 5, 1, 1, 2, 4, 3, 0, 0]
1849&[18, 5, 0, 0, 3, 0, 0, 5, 1, 0, 0, 1, 0, 2, 6, 10, 3, 0]
1850&[16, 11, 40, 36, 17, 1, 1, 3, 3, 1, 2, 20, 0, 4, 15, 8, 2, 0]
1851&[116, 63, 8, 18, 118, 26, 4, 104, 16, 5, 57, 6, 10, 32, 139, 95, 21, 3]
1852&[22, 11, 0, 0, 8, 1, 0, 7, 2, 0, 5, 1, 2, 1, 37, 10, 6, 0]
1853&[10, 7, 8, 6, 121, 6, 1, 30, 4, 0, 1, 5, 1, 22, 8, 7, 6, 2]
1854&[49, 27, 6, 9, 75, 15, 3, 60, 7, 2, 17, 7, 6, 36, 22, 31, 8, 2]
1855&[57, 21, 0, 0, 18, 12, 0, 20, 2, 0, 5, 2, 5, 2, 17, 28, 10, 0]
1856&[49, 26, 0, 4, 13, 4, 0, 17, 5, 2, 12, 2, 5, 2, 91, 37, 9, 2]
1857&[11, 8, 12, 20, 10, 0, 0, 7, 2, 1, 0, 6, 0, 3, 5, 5, 2, 0]
1858&[16, 15, 28, 37, 21, 2, 0, 17, 4, 0, 13, 16, 1, 7, 6, 8, 4, 0]
1859&[8, 5, 0, 0, 7, 2, 0, 20, 1, 2, 2, 0, 3, 7, 10, 8, 5, 1]
1860&[92, 48, 14, 17, 50, 21, 1, 83, 11, 5, 13, 7, 6, 22, 75, 49, 26, 19]
1861&[93, 54, 6, 27, 147, 27, 0, 138, 14, 4, 7, 9, 13, 52, 50, 65, 38, 9]
1862&[2, 3, 4, 2, 23, 1, 0, 5, 0, 1, 0, 0, 0, 4, 1, 2, 0, 0]
1863&[8, 6, 5, 3, 31, 14, 2, 41, 0, 3, 1, 2, 4, 10, 3, 12, 12, 0]
1864&[3, 1, 0, 0, 8, 2, 0, 5, 0, 0, 2, 1, 0, 1, 4, 4, 1, 0]
1865&[21, 8, 1, 9, 134, 16, 2, 131, 3, 2, 7, 3, 6, 64, 11, 34, 6, 2]
1866&[25, 11, 4, 4, 55, 3, 0, 35, 3, 2, 5, 1, 2, 14, 14, 31, 5, 0]
1867&[3, 2, 4, 2, 30, 4, 0, 11, 1, 6, 2, 2, 2, 3, 4, 6, 3, 2]
1868&[11, 9, 0, 1, 6, 4, 0, 11, 1, 4, 0, 1, 11, 3, 5, 8, 3, 16]
1869&[4, 4, 1, 1, 15, 4, 0, 20, 1, 0, 1, 1, 1, 6, 1, 6, 2, 0]
1870&[72, 23, 1, 2, 56, 9, 0, 35, 3, 0, 3, 1, 1, 30, 24, 26, 11, 5]
1871&[37, 11, 24, 20, 44, 7, 1, 17, 3, 2, 2, 15, 0, 8, 16, 13, 3, 4]
1872&[2, 1, 0, 1, 10, 8, 0, 7, 0, 2, 1, 0, 4, 3, 3, 17, 1, 0]
1873&[64, 23, 1, 2, 54, 13, 0, 52, 6, 2, 4, 3, 5, 25, 25, 35, 10, 5]
1874&[11, 4, 0, 1, 9, 15, 1, 28, 1, 4, 0, 0, 4, 5, 5, 13, 6, 1]
1875&[72, 52, 5, 9, 135, 18, 1, 70, 7, 11, 9, 19, 10, 85, 52, 35, 15, 6]
1876&[11, 5, 1, 1, 11, 1, 0, 9, 1, 0, 4, 0, 0, 1, 4, 5, 3, 0]
1877&[13, 6, 4, 4, 42, 5, 6, 62, 0, 1, 0, 4, 1, 11, 5, 17, 1, 0]
1878&[30, 15, 4, 4, 22, 5, 0, 8, 4, 2, 14, 1, 2, 4, 29, 21, 6, 0]
1879&[77, 38, 9, 14, 67, 17, 2, 78, 8, 4, 5, 4, 6, 33, 30, 57, 16, 8]
1880&[227, 123, 39, 69, 251, 62, 4, 240, 28, 6, 58, 38, 23, 105, 125, 132, 43, 15]
1881&[5, 7, 6, 7, 40, 3, 0, 6, 2, 0, 0, 1, 0, 9, 3, 1, 1, 1]
1882&[42, 26, 12, 13, 61, 13, 7, 57, 5, 5, 13, 11, 9, 19, 41, 30, 18, 10]
1883&[20, 12, 23, 22, 172, 20, 7, 152, 6, 15, 4, 30, 13, 150, 12, 33, 13, 5]
1884&[106, 78, 21, 26, 147, 53, 7, 216, 16, 20, 39, 42, 46, 96, 107, 104, 51, 22]
1885&[8, 3, 14, 12, 16, 1, 0, 9, 0, 2, 10, 9, 1, 2, 8, 6, 2, 0]
1886&[10, 5, 0, 0, 6, 1, 0, 5, 0, 0, 4, 0, 0, 1, 8, 9, 3, 0]
1887&[44, 11, 2, 5, 12, 7, 0, 21, 3, 1, 16, 9, 12, 10, 28, 35, 8, 9]
1888&[14, 15, 3, 4, 7, 4, 0, 4, 0, 0, 4, 0, 0, 1, 12, 1, 1, 1]
1889&[120, 47, 6, 11, 182, 49, 6, 194, 8, 9, 18, 10, 25, 64, 52, 104, 23, 8]
1890&[38, 21, 16, 21, 45, 22, 0, 68, 6, 8, 10, 26, 10, 19, 24, 21, 20, 6]
1891&[76, 75, 8, 17, 48, 15, 1, 77, 13, 8, 16, 4, 9, 17, 80, 44, 23, 4]
1892&[2, 0, 0, 0, 5, 3, 1, 11, 0, 1, 0, 0, 2, 3, 2, 3, 1, 0]
1893&[3, 0, 1, 1, 9, 3, 0, 15, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0]
1894&[15, 6, 0, 2, 18, 8, 0, 130, 1, 1, 1, 5, 5, 30, 7, 13, 12, 1]
1895&[24, 20, 0, 2, 23, 21, 0, 33, 3, 2, 1, 1, 1, 9, 10, 12, 6, 1]
1896&[10, 8, 5, 5, 31, 19, 3, 96, 1, 13, 8, 10, 11, 17, 7, 24, 16, 4]
1897&[36, 24, 13, 15, 176, 31, 5, 320, 14, 15, 10, 21, 32, 90, 22, 47, 20, 8]
1898&[2, 0, 2, 1, 6, 1, 0, 13, 0, 0, 0, 0, 1, 3, 2, 4, 0, 0]
1899&[105, 61, 28, 36, 208, 45, 8, 256, 16, 15, 23, 49, 36, 91, 59, 79, 42, 13]
1900&[1, 4, 2, 1, 7, 0, 1, 17, 0, 2, 1, 1, 2, 5, 3, 4, 1, 0]
1901&[43, 30, 12, 19, 25, 3, 0, 32, 4, 1, 2, 17, 4, 10, 26, 26, 15, 7]
1902&[127, 37, 4, 6, 40, 36, 1, 44, 5, 1, 19, 2, 14, 19, 57, 103, 7, 4]
1903&[39, 20, 19, 17, 48, 19, 4, 56, 7, 6, 11, 10, 4, 18, 19, 36, 19, 8]
1904&[95, 62, 26, 44, 96, 21, 0, 69, 24, 1, 25, 15, 11, 36, 61, 61, 20, 15]
1905&[3, 3, 1, 1, 11, 4, 0, 19, 0, 2, 0, 2, 4, 7, 0, 4, 4, 1]
1906&[7, 5, 1, 1, 7, 0, 0, 6, 1, 0, 1, 3, 1, 2, 7, 4, 2, 1]
1907&[1, 0, 2, 2, 4, 1, 0, 6, 0, 1, 3, 2, 2, 2, 2, 4, 3, 0]
1908&[39, 12, 0, 0, 39, 11, 0, 104, 0, 1, 2, 2, 8, 36, 9, 50, 16, 0]
1909&[6, 1, 0, 2, 18, 10, 0, 23, 1, 1, 0, 0, 1, 7, 2, 9, 2, 0]
1910&[6, 2, 3, 2, 21, 3, 1, 13, 0, 0, 3, 0, 1, 6, 3, 7, 1, 0]
1911&[4, 0, 1, 1, 4, 5, 0, 15, 0, 1, 0, 0, 2, 4, 1, 4, 2, 1]
1912&[121, 53, 11, 18, 197, 61, 5, 343, 8, 24, 77, 29, 44, 100, 72, 141, 61, 22]
1913&[4, 6, 18, 16, 9, 1, 0, 7, 2, 3, 1, 8, 2, 3, 9, 5, 4, 0]
1914&[3, 2, 3, 3, 14, 1, 0, 4, 1, 0, 2, 0, 0, 3, 2, 0, 1, 0]
1915&[6, 4, 0, 2, 8, 0, 1, 10, 1, 1, 4, 3, 1, 2, 6, 4, 4, 1]
1916&[27, 14, 4, 7, 84, 28, 11, 176, 1, 13, 12, 16, 19, 40, 18, 35, 33, 7]
1917&[36, 21, 19, 9, 18, 6, 0, 20, 8, 2, 2, 2, 2, 7, 21, 23, 15, 3]
1918&[3, 1, 0, 0, 6, 1, 0, 12, 0, 0, 0, 0, 0, 5, 0, 1, 3, 1]
1919&[5, 1, 0, 0, 6, 1, 0, 3, 0, 0, 42, 0, 2, 2, 6, 14, 2, 0]
1920&[116, 87, 39, 70, 165, 31, 1, 161, 24, 3, 22, 51, 12, 78, 56, 54, 34, 27]
1921&[38, 62, 1, 8, 14, 2, 0, 11, 8, 1, 2, 2, 2, 9, 25, 10, 6, 1]
1922&[75, 48, 19, 36, 139, 24, 0, 104, 18, 7, 17, 13, 13, 69, 74, 87, 10, 4]
1923&[11, 4, 1, 1, 13, 1, 0, 7, 0, 0, 23, 1, 1, 2, 15, 9, 3, 0]
1924&[5, 2, 4, 5, 39, 3, 0, 33, 2, 0, 1, 2, 1, 48, 0, 8, 6, 0]
1925&[53, 24, 1, 1, 41, 41, 6, 88, 4, 16, 31, 7, 21, 27, 45, 96, 33, 15]
1926&[57, 45, 34, 50, 139, 19, 5, 253, 21, 17, 25, 31, 15, 69, 63, 46, 28, 8]
1927&[2, 2, 0, 0, 14, 2, 0, 2, 0, 1, 5, 1, 1, 1, 4, 4, 0, 0]
1928&[75, 26, 5, 8, 66, 22, 1, 44, 6, 5, 2, 3, 17, 18, 25, 60, 11, 2]
1929&[3, 2, 2, 3, 10, 1, 0, 6, 0, 0, 0, 2, 0, 3, 2, 2, 1, 0]
1930&[56, 45, 23, 49, 140, 12, 1, 47, 21, 1, 14, 25, 5, 21, 49, 23, 17, 4]
1931&[11, 13, 1, 6, 8, 2, 0, 9, 16, 0, 50, 0, 2, 4, 12, 14, 0, 0]
1932&[16, 15, 2, 7, 11, 8, 3, 28, 10, 1, 1, 1, 0, 4, 11, 13, 3, 1]
1933&[7, 2, 1, 1, 12, 1, 0, 7, 0, 0, 2, 0, 0, 4, 3, 6, 3, 1]
1934&[9, 4, 3, 2, 25, 3, 0, 10, 0, 1, 3, 0, 1, 6, 3, 9, 0, 1]
1935&[7, 1, 4, 7, 20, 3, 1, 9, 0, 0, 5, 1, 1, 3, 2, 9, 2, 0]
1936&[3, 1, 0, 0, 6, 0, 0, 15, 1, 0, 1, 2, 0, 0, 3, 1, 1, 0]
1937&[42, 19, 4, 8, 133, 21, 1, 87, 4, 8, 12, 14, 16, 63, 20, 22, 27, 2]
1938&[84, 50, 52, 45, 29, 9, 0, 14, 10, 1, 6, 24, 1, 12, 36, 15, 10, 1]
1939&[50, 46, 6, 4, 50, 34, 0, 55, 6, 7, 14, 9, 11, 50, 60, 35, 13, 4]
1940&[19, 6, 2, 1, 15, 9, 0, 22, 1, 0, 4, 0, 1, 9, 5, 7, 17, 7]
1941&[258, 152, 48, 142, 438, 56, 2, 334, 41, 15, 193, 64, 45, 145, 181, 242, 55, 21]
1942&[6, 4, 1, 2, 16, 1, 0, 21, 0, 1, 8, 1, 2, 4, 4, 8, 1, 0]
1943&[103, 38, 27, 33, 242, 47, 18, 160, 11, 10, 53, 24, 32, 60, 57, 105, 16, 6]
1944&[7, 4, 0, 1, 22, 5, 0, 21, 1, 1, 2, 0, 1, 9, 7, 13, 3, 0]
1945&[29, 6, 1, 1, 13, 11, 0, 20, 1, 4, 3, 0, 3, 9, 9, 19, 5, 0]
1946&[14, 6, 0, 1, 28, 10, 0, 31, 2, 2, 3, 3, 3, 6, 4, 5, 2, 1]
1947&[47, 16, 1, 3, 19, 11, 1, 65, 9, 0, 16, 3, 2, 10, 20, 19, 12, 2]
1948&[112, 43, 0, 5, 26, 25, 0, 25, 8, 0, 14, 3, 6, 10, 39, 53, 8, 3]
1949&[18, 9, 3, 6, 25, 7, 0, 44, 1, 1, 3, 1, 1, 9, 16, 10, 10, 1]
1950&[47, 26, 17, 14, 17, 5, 0, 15, 5, 1, 27, 6, 5, 4, 64, 33, 7, 2]
1951&[11, 5, 10, 14, 57, 1, 2, 33, 1, 0, 6, 11, 1, 43, 3, 6, 16, 0]
1952&[21, 6, 0, 1, 131, 18, 1, 78, 3, 4, 9, 3, 9, 40, 15, 27, 4, 5]
1953&[6, 6, 0, 0, 10, 2, 0, 11, 1, 0, 3, 1, 1, 8, 4, 4, 3, 1]
